Job Name,label,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted,Skills_List,Normalized_Skills,clean_jd,month,JD_cleaned,Experience_Years,IT_Skills,CS_Skills,IT_Skills_Count,CS_Skills_Count,Python_Demand,ML_Demand,DataScience_Demand,Cloud_Demand,Skill_Gap_Score,Combined_Text,High_Demand,Demand_Score,JD_Cleaned,Extracted_Skills,Cleaned_JD,Exp_Years,City_Code,Dept_Code,Estimated_Salary
Full Time PPC Specialist Job in Pakistan,Normal Job,"Agency Stack, Pakistan",Full Time Job,< 1 Year,IT Job,"We are looking for PPC specialist who is a good creative and proactive thinker to plan, manage and optimize successful PPC (pay per click) especially Google Ads campaigns. We are searching for a talented, creative individual with",Faisalabad,2019-12-26,"['we are looking for ppc specialist who is a good creative and proactive thinker to plan', 'manage and optimize successful ppc (pay per click) especially google ads campaigns', 'we are searching for a talented', 'creative individual with']","['we are looking for ppc specialist who is a good creative and proactive thinker to plan', 'manage and optimize successful ppc (pay per click) especially google ads campaigns', 'we are searching for a talented', 'creative individual with']",we are looking for ppc specialist who is a good creative and proactive thinker to plan manage and optimize successful ppc pay per click especially google ads campaigns we are searching for a talented creative individual with,2019-12,we are looking for ppc specialist who is a good creative and proactive thinker to plan manage and optimize successful ppc pay per click especially google ads campaigns we are searching for a talented creative individual with,1,['ai'],[],1,0,0,0,0,0,0.4666666666666666,"Full Time PPC Specialist Job in Pakistan We are looking for PPC specialist who is a good creative and proactive thinker to plan, manage and optimize successful PPC (pay per click) especially Google Ads campaigns. We are searching for a talented, creative individual with IT Job",0,1.4900828323355973e-20,we are looking for ppc specialist who is a good creative and proactive thinker to plan manage and optimize successful ppc pay per click especially google ads campaigns we are searching for a talented creative individual with,['r'],we are looking for ppc specialist who is a good creative and proactive thinker to plan manage and optimize successful ppc pay per click especially google ads campaigns we are searching for a talented creative individual with,1,26,49,70000
Full Time Business Developer Job in Pakistan,Normal Job,"2btech, Pakistan",Full Time Job,< 1 Year,Business Opportunity Job,"2btech is looking to hire a business development manager. We offer software-related services in Web, Mobile, Graphics Design, and Digital Marketing.Experience: 6 Month Minimum.",Lahore,2019-12-26,"['2btech is looking to hire a business development manager', 'we offer software-related services in web', 'mobile', 'graphics design', 'and digital marketing', 'experience: 6 month minimum']","['btech is looking to hire a business development manager', 'we offer software-related services in web', 'mobile', 'graphics design', 'and digital marketing', 'experience:  month minimum']",2btech is looking to hire a business development manager we offer software related services in web mobile graphics design and digital marketing experience 6 month minimum,2019-12,2btech is looking to hire a business development manager we offer software-related services in web mobile graphics design and digital marketing experience 6 month minimum,1,['git'],[],1,0,0,0,0,0,0.4666666666666666,"Full Time Business Developer Job in Pakistan 2btech is looking to hire a business development manager. We offer software-related services in Web, Mobile, Graphics Design, and Digital Marketing.Experience: 6 Month Minimum. Business Opportunity Job",0,9.680988370097655e-16,2btech is looking to hire a business development manager we offer software related services in web mobile graphics design and digital marketing experience 6 month minimum,['r'],btech is looking to hire a business development manager we offer softwarerelated services in web mobile graphics design and digital marketingexperience  month minimum,1,49,13,60000
Full Time Node JS Developers (Full Time / Part Time / Project Basis)  Jobs in Pakistan,Hot Job,"Agifly SRL, Pakistan",Full Time Job,5 Years Job Exp.,Computer Software Jobs,"EU based company is seeking experienced Node JS developers to join its team on full time/ part time and on project basis to help design and build web apps, APIs and hybrid mobile apps for Europe based clients.",Islamabad,2019-12-26,"['eu based company is seeking experienced node js developers to join its team on full time/ part time and on project basis to help design and build web apps', 'apis and hybrid mobile apps for europe based clients']","['eu based company is seeking experienced node js developers to join its team on full time/ part time and on project basis to help design and build web apps', 'apis and hybrid mobile apps for europe based clients']",eu based company is seeking experienced node js developers to join its team on full time part time and on project basis to help design and build web apps apis and hybrid mobile apps for europe based clients,2019-12,eu based company is seeking experienced node js developers to join its team on full time part time and on project basis to help design and build web apps apis and hybrid mobile apps for europe based clients,5,['api'],[],1,0,0,0,0,0,0.11666666666666665,"Full Time Node JS Developers (Full Time / Part Time / Project Basis)  Jobs in Pakistan EU based company is seeking experienced Node JS developers to join its team on full time/ part time and on project basis to help design and build web apps, APIs and hybrid mobile apps for Europe based clients. Computer Software Jobs",0,8.603543572016648e-11,eu based company is seeking experienced node js developers to join its team on full time part time and on project basis to help design and build web apps apis and hybrid mobile apps for europe based clients,['r'],eu based company is seeking experienced node js developers to join its team on full time part time and on project basis to help design and build web apps apis and hybrid mobile apps for europe based clients,5,37,20,140000
Full Time Senior CAD Designer Jobs in Pakistan,Normal Job,"DevoMech Solutions, Pakistan",Full Time Job,2 Years Job Exp.,Engineering Jobs,"Assalam o Alaikum! DevoMech Solutions is hiring human resource for full-time employment in Islamabad.Senior CAD Designer
Eligibility Criteria:
BS in Mechanical Engineering
Proficient in Product Design
Awareness of standardiz",Islamabad,2019-12-26,"['assalam o alaikum! devomech solutions is hiring human resource for full-time employment in islamabad', 'senior cad designer eligibility criteria: bs in mechanical engineering proficient in product design awareness of standardiz']","['assalam o alaikum! devomech solutions is hiring human resource for full-time employment in islamabad', 'senior cad designer eligibility criteria: bs in mechanical engineering proficient in product design awareness of standardiz']",assalam o alaikum devomech solutions is hiring human resource for full time employment in islamabad senior cad designer eligibility criteria bs in mechanical engineering proficient in product design awareness of standardiz,2019-12,assalam o alaikum devomech solutions is hiring human resource for full-time employment in islamabad senior cad designer eligibility criteria bs in mechanical engineering proficient in product design awareness of standardiz,2,['ai'],[],1,0,0,0,0,0,0.2333333333333333,"Full Time Senior CAD Designer Jobs in Pakistan Assalam o Alaikum! DevoMech Solutions is hiring human resource for full-time employment in Islamabad.Senior CAD Designer
Eligibility Criteria:
BS in Mechanical Engineering
Proficient in Product Design
Awareness of standardiz Engineering Jobs",0,6.620561369386007e-27,assalam o alaikum devomech solutions is hiring human resource for full time employment in islamabad senior cad designer eligibility criteria bs in mechanical engineering proficient in product design awareness of standardiz,['r'],"assalam o alaikum devomech solutions is hiring human resource for fulltime employment in islamabadsenior cad designer
eligibility criteria
bs in mechanical engineering
proficient in product design
awareness of standardiz",2,37,36,75000
Full Time Trainee CAD Designer Jobs in Pakistan,Normal Job,"DevoMech Solutions, Pakistan",Full Time Job,Job for Fresh Graduates,Engineering Jobs,"Assalam o Alaikum! DevoMech Solutions is hiring human resource for full-time employment in Islamabad.Trainee CAD Designer
Eligibility Criteria:
BS in Mechanical Engineering
Interest in Product Design and 3D Modelling
Experie",Islamabad,2019-12-26,"['assalam o alaikum! devomech solutions is hiring human resource for full-time employment in islamabad', 'trainee cad designer eligibility criteria: bs in mechanical engineering interest in product design and 3d modelling experie']","['assalam o alaikum! devomech solutions is hiring human resource for full-time employment in islamabad', 'trainee cad designer eligibility criteria: bs in mechanical engineering interest in product design and d modelling experie']",assalam o alaikum devomech solutions is hiring human resource for full time employment in islamabad trainee cad designer eligibility criteria bs in mechanical engineering interest in product design and 3d modelling experie,2019-12,assalam o alaikum devomech solutions is hiring human resource for full-time employment in islamabad trainee cad designer eligibility criteria bs in mechanical engineering interest in product design and 3d modelling experie,0,['ai'],[],1,0,0,0,0,0,0.7,"Full Time Trainee CAD Designer Jobs in Pakistan Assalam o Alaikum! DevoMech Solutions is hiring human resource for full-time employment in Islamabad.Trainee CAD Designer
Eligibility Criteria:
BS in Mechanical Engineering
Interest in Product Design and 3D Modelling
Experie Engineering Jobs",0,1.22798476545488e-25,assalam o alaikum devomech solutions is hiring human resource for full time employment in islamabad trainee cad designer eligibility criteria bs in mechanical engineering interest in product design and 3d modelling experie,['r'],"assalam o alaikum devomech solutions is hiring human resource for fulltime employment in islamabadtrainee cad designer
eligibility criteria
bs in mechanical engineering
interest in product design and d modelling
experie",0,37,36,45000
Full Time Electrical Engineering Intern Job in Pakistan,Gallery Job,"EBMACS, Pakistan",Full Time Job,Job for Fresh Graduates,Electronics Job,"EBMACS requires electrical engineering intern for their office in islamabad. Idea candidate should have
-Electrical/electronics/computer engineering degree
-Good programming skills
-Good knowledge of circuit design and Pcb design",Islamabad,2019-12-25,"['ebmacs requires electrical engineering intern for their office in islamabad', 'idea candidate should have -electrical/electronics/computer engineering degree -good programming skills -good knowledge of circuit design and pcb design']","['ebmacs requires electrical engineering intern for their office in islamabad', 'idea candidate should have -electrical/electronics/computer engineering degree -good programming skills -good knowledge of circuit design and pcb design']",ebmacs requires electrical engineering intern for their office in islamabad idea candidate should have electrical electronics computer engineering degree good programming skills good knowledge of circuit design and pcb design,2019-12,ebmacs requires electrical engineering intern for their office in islamabad idea candidate should have -electrical electronics computer engineering degree -good programming skills -good knowledge of circuit design and pcb design,0,[],[],0,0,0,0,0,0,0.0,"Full Time Electrical Engineering Intern Job in Pakistan EBMACS requires electrical engineering intern for their office in islamabad. Idea candidate should have
-Electrical/electronics/computer engineering degree
-Good programming skills
-Good knowledge of circuit design and Pcb design Electronics Job",0,2.408035147421865e-22,ebmacs requires electrical engineering intern for their office in islamabad idea candidate should have electrical electronics computer engineering degree good programming skills good knowledge of circuit design and pcb design,['r'],"ebmacs requires electrical engineering intern for their office in islamabad idea candidate should have
electricalelectronicscomputer engineering degree
good programming skills
good knowledge of circuit design and pcb design",0,37,33,45000
Full Time Email Marketing Specialist Job in Pakistan,Normal Job,"Nhz Global, Pakistan",Full Time Job,2 Years Job Exp.,Web & E-commerce Job,"We are on the hunt for a sharp and innovative Emailing Marketing Specialist. In this position, you will be required to oversee all aspects of email marketing campaigns, including market research, content creation, and the dissemination of copy. As",Lahore,2019-12-24,"['we are on the hunt for a sharp and innovative emailing marketing specialist', 'in this position', 'you will be required to oversee all aspects of email marketing campaigns', 'including market research', 'content creation', 'and the dissemination of copy', 'as']","['we are on the hunt for a sharp and innovative emailing marketing specialist', 'in this position', 'you will be required to oversee all aspects of email marketing campaigns', 'including market research', 'content creation', 'and the dissemination of copy', 'as']",we are on the hunt for a sharp and innovative emailing marketing specialist in this position you will be required to oversee all aspects of email marketing campaigns including market research content creation and the dissemination of copy as,2019-12,we are on the hunt for a sharp and innovative emailing marketing specialist in this position you will be required to oversee all aspects of email marketing campaigns including market research content creation and the dissemination of copy as,2,['ai'],[],1,0,0,0,0,0,0.2333333333333333,"Full Time Email Marketing Specialist Job in Pakistan We are on the hunt for a sharp and innovative Emailing Marketing Specialist. In this position, you will be required to oversee all aspects of email marketing campaigns, including market research, content creation, and the dissemination of copy. As Web & E-commerce Job",0,1.4810278541910412e-19,we are on the hunt for a sharp and innovative emailing marketing specialist in this position you will be required to oversee all aspects of email marketing campaigns including market research content creation and the dissemination of copy as,['r'],we are on the hunt for a sharp and innovative emailing marketing specialist in this position you will be required to oversee all aspects of email marketing campaigns including market research content creation and the dissemination of copy as,2,49,109,75000
Full Time Accountant  Job in Pakistan,Normal Job,"Khasologix, Pakistan",Full Time Job,Job for Fresh Graduates,IT Job,"Provides financial information to managment by researching and analyzing accounting data. perparing reports. Prepares assets, Liability. and capital account entries by compling and analyzing account information.",Rawalpindi,2019-12-24,"['provides financial information to managment by researching and analyzing accounting data', 'perparing reports', 'prepares assets', 'liability', 'and capital account entries by compling and analyzing account information']","['provides financial information to managment by researching and analyzing accounting data', 'perparing reports', 'prepares assets', 'liability', 'and capital account entries by compling and analyzing account information']",provides financial information to managment by researching and analyzing accounting data perparing reports prepares assets liability and capital account entries by compling and analyzing account information,2019-12,provides financial information to managment by researching and analyzing accounting data perparing reports prepares assets liability and capital account entries by compling and analyzing account information,0,['api'],[],1,0,0,0,0,0,0.7,"Full Time Accountant  Job in Pakistan Provides financial information to managment by researching and analyzing accounting data. perparing reports. Prepares assets, Liability. and capital account entries by compling and analyzing account information. IT Job",0,5.079303791471209e-25,provides financial information to managment by researching and analyzing accounting data perparing reports prepares assets liability and capital account entries by compling and analyzing account information,['r'],provides financial information to managment by researching and analyzing accounting data perparing reports prepares assets liability and capital account entries by compling and analyzing account information,0,73,49,55000
Full Time Computer Operator Jobs in Pakistan,Normal Job,"Mian Nazir Sons Industries (PVT) Ltd., Pakistan",Full Time Job,< 1 Year,Marketing Jobs,"Mian Nazir Sons Industries (Private) Ltd. Pioneer manufacturer of Synthetic Sacks
Mian Nazir Sons Pvt. Ltd is looking for talented candidates to join their team
Position Title: Computer Operator
Location: Head office, Karachi
T",Karachi,2019-12-24,"['mian nazir sons industries (private) ltd', 'pioneer manufacturer of synthetic sacks mian nazir sons pvt', 'ltd is looking for talented candidates to join their team position title: computer operator location: head office', 'karachi t']","['mian nazir sons industries (private) ltd', 'pioneer manufacturer of synthetic sacks mian nazir sons pvt', 'ltd is looking for talented candidates to join their team position title: computer operator location: head office', 'karachi t']",mian nazir sons industries private ltd pioneer manufacturer of synthetic sacks mian nazir sons pvt ltd is looking for talented candidates to join their team position title computer operator location head office karachi t,2019-12,mian nazir sons industries private ltd pioneer manufacturer of synthetic sacks mian nazir sons pvt ltd is looking for talented candidates to join their team position title computer operator location head office karachi t,1,[],[],0,0,0,0,0,0,0.0,"Full Time Computer Operator Jobs in Pakistan Mian Nazir Sons Industries (Private) Ltd. Pioneer manufacturer of Synthetic Sacks
Mian Nazir Sons Pvt. Ltd is looking for talented candidates to join their team
Position Title: Computer Operator
Location: Head office, Karachi
T Marketing Jobs",0,1.5856626179189953e-15,mian nazir sons industries private ltd pioneer manufacturer of synthetic sacks mian nazir sons pvt ltd is looking for talented candidates to join their team position title computer operator location head office karachi t,['r'],"mian nazir sons industries private ltd pioneer manufacturer of synthetic sacks
mian nazir sons pvt ltd is looking for talented candidates to join their team
position title computer operator
location head office karachi
t",1,43,59,60000
Full Time Sales Executive Job in Pakistan,Normal Job,"Mian Nazir Sons Industries (PVT) Ltd., Pakistan",Full Time Job,< 1 Year,Sales Job,"We are hiring sales representation.Our business product is Woven Polypropylene Bags (Synthethic Sacks) for packaging of rice, wheat, flour, feed, sugar, salt etcExperienced individuals will be priorities.",Karachi,2019-12-24,"['we are hiring sales representation', 'our business product is woven polypropylene bags (synthethic sacks) for packaging of rice', 'wheat', 'flour', 'feed', 'sugar', 'salt etcexperienced individuals will be priorities']","['we are hiring sales representation', 'our business product is woven polypropylene bags (synthethic sacks) for packaging of rice', 'wheat', 'flour', 'feed', 'sugar', 'salt etcexperienced individuals will be priorities']",we are hiring sales representation our business product is woven polypropylene bags synthethic sacks for packaging of rice wheat flour feed sugar salt etcexperienced individuals will be priorities,2019-12,we are hiring sales representation our business product is woven polypropylene bags synthethic sacks for packaging of rice wheat flour feed sugar salt etcexperienced individuals will be priorities,1,[],['sales'],0,1,0,0,0,0,0.19999999999999998,"Full Time Sales Executive Job in Pakistan We are hiring sales representation.Our business product is Woven Polypropylene Bags (Synthethic Sacks) for packaging of rice, wheat, flour, feed, sugar, salt etcExperienced individuals will be priorities. Sales Job",0,3.2432750096963394e-35,we are hiring sales representation our business product is woven polypropylene bags synthethic sacks for packaging of rice wheat flour feed sugar salt etcexperienced individuals will be priorities,['r'],we are hiring sales representationour business product is woven polypropylene bags synthethic sacks for packaging of rice wheat flour feed sugar salt etcexperienced individuals will be priorities,1,43,92,60000
Full Time Website Data Entry And Manager Job in Pakistan,Normal Job,"Cyg Technologies, Pakistan",Full Time Job,Job for Fresh Graduates,Web & E-commerce Job,"We are looking for a passionate individual, who can help us maintain our E-commerce website and boost our Local sales via Helpdesk.Looking forward to working with you.
Regards",Lahore,2019-12-24,"['we are looking for a passionate individual', 'who can help us maintain our e-commerce website and boost our local sales via helpdesk', 'looking forward to working with you', 'regards']","['we are looking for a passionate individual', 'who can help us maintain our e-commerce website and boost our local sales via helpdesk', 'looking forward to working with you', 'regards']",we are looking for a passionate individual who can help us maintain our e commerce website and boost our local sales via helpdesk looking forward to working with you regards,2019-12,we are looking for a passionate individual who can help us maintain our e-commerce website and boost our local sales via helpdesk looking forward to working with you regards,0,['ai'],['sales'],1,1,0,0,0,0,1.0,"Full Time Website Data Entry And Manager Job in Pakistan We are looking for a passionate individual, who can help us maintain our E-commerce website and boost our Local sales via Helpdesk.Looking forward to working with you.
Regards Web & E-commerce Job",0,1.0060065392496006e-16,we are looking for a passionate individual who can help us maintain our e commerce website and boost our local sales via helpdesk looking forward to working with you regards,['r'],"we are looking for a passionate individual who can help us maintain our ecommerce website and boost our local sales via helpdesklooking forward to working with you
regards",0,49,109,45000
Full Time Field Marketing Representative Job in Pakistan,Normal Job,"Visa Agents, Pakistan",Full Time Job,Job for Fresh Graduates,Computer Software Job,"Visa Agents is looking forward for a fresh graduate for a position of Field Marketing Representative.Cadidate will be responsible for marketing a web portal, maintaining strong realtionships with the clients and will be responsible for the",Lahore,2019-12-24,"['visa agents is looking forward for a fresh graduate for a position of field marketing representative', 'cadidate will be responsible for marketing a web portal', 'maintaining strong realtionships with the clients and will be responsible for the']","['visa agents is looking forward for a fresh graduate for a position of field marketing representative', 'cadidate will be responsible for marketing a web portal', 'maintaining strong realtionships with the clients and will be responsible for the']",visa agents is looking forward for a fresh graduate for a position of field marketing representative cadidate will be responsible for marketing a web portal maintaining strong realtionships with the clients and will be responsible for the,2019-12,visa agents is looking forward for a fresh graduate for a position of field marketing representative cadidate will be responsible for marketing a web portal maintaining strong realtionships with the clients and will be responsible for the,0,['ai'],[],1,0,0,0,0,0,0.7,"Full Time Field Marketing Representative Job in Pakistan Visa Agents is looking forward for a fresh graduate for a position of Field Marketing Representative.Cadidate will be responsible for marketing a web portal, maintaining strong realtionships with the clients and will be responsible for the Computer Software Job",0,4.177310941599899e-09,visa agents is looking forward for a fresh graduate for a position of field marketing representative cadidate will be responsible for marketing a web portal maintaining strong realtionships with the clients and will be responsible for the,['r'],visa agents is looking forward for a fresh graduate for a position of field marketing representativecadidate will be responsible for marketing a web portal maintaining strong realtionships with the clients and will be responsible for the,0,49,19,65000
Full Time Technical Engineering Manager Job in Pakistan,Normal Job,"Bluestack Cloud, Pakistan",Full Time Job,7 Years Job Exp.,IT Job,"Bluestack Cloud is looking for a Technical Engineering Manager to manage and improve end-to-end software delivery across multiple technologies, in most cases Cloud based Backend Microservices, Responsive Web, iOS and Android. This leader utilizes",Islamabad,2019-12-24,"['bluestack cloud is looking for a technical engineering manager to manage and improve end-to-end software delivery across multiple technologies', 'in most cases cloud based backend microservices', 'responsive web', 'ios and android', 'this leader utilizes']","['bluestack cloud is looking for a technical engineering manager to manage and improve end-to-end software delivery across multiple technologies', 'in most cases cloud based backend microservices', 'responsive web', 'ios and android', 'this leader utilizes']",bluestack cloud is looking for a technical engineering manager to manage and improve end to end software delivery across multiple technologies in most cases cloud based backend microservices responsive web ios and android this leader utilizes,2019-12,bluestack cloud is looking for a technical engineering manager to manage and improve end-to-end software delivery across multiple technologies in most cases cloud based backend microservices responsive web ios and android this leader utilizes,7,['cloud'],[],1,0,0,0,0,1,0.0875,"Full Time Technical Engineering Manager Job in Pakistan Bluestack Cloud is looking for a Technical Engineering Manager to manage and improve end-to-end software delivery across multiple technologies, in most cases Cloud based Backend Microservices, Responsive Web, iOS and Android. This leader utilizes IT Job",0,1.9135630857647357e-09,bluestack cloud is looking for a technical engineering manager to manage and improve end to end software delivery across multiple technologies in most cases cloud based backend microservices responsive web ios and android this leader utilizes,['r'],bluestack cloud is looking for a technical engineering manager to manage and improve endtoend software delivery across multiple technologies in most cases cloud based backend microservices responsive web ios and android this leader utilizes,7,37,49,170000
Full Time Junior SQA Engineer Jobs in Pakistan,Normal Job,"AA Web Solutions, Pakistan",Full Time Job,< 1 Year,Computer Software Jobs,"We are looking for a Junior Quality Assurance (QA) engineer to develop and execute exploratory and automated tests to ensure web application quality. Ultimately, you should monitor all stages of development to identify and resolve system malfuncti",Lahore,2019-12-24,"['we are looking for a junior quality assurance (qa) engineer to develop and execute exploratory and automated tests to ensure web application quality', 'ultimately', 'you should monitor all stages of development to identify and resolve system malfuncti']","['we are looking for a junior quality assurance (qa) engineer to develop and execute exploratory and automated tests to ensure web application quality', 'ultimately', 'you should monitor all stages of development to identify and resolve system malfuncti']",we are looking for a junior quality assurance qa engineer to develop and execute exploratory and automated tests to ensure web application quality ultimately you should monitor all stages of development to identify and resolve system malfuncti,2019-12,we are looking for a junior quality assurance qa engineer to develop and execute exploratory and automated tests to ensure web application quality ultimately you should monitor all stages of development to identify and resolve system malfuncti,1,[],[],0,0,0,0,0,0,0.0,"Full Time Junior SQA Engineer Jobs in Pakistan We are looking for a Junior Quality Assurance (QA) engineer to develop and execute exploratory and automated tests to ensure web application quality. Ultimately, you should monitor all stages of development to identify and resolve system malfuncti Computer Software Jobs",0,4.927042931632264e-13,we are looking for a junior quality assurance qa engineer to develop and execute exploratory and automated tests to ensure web application quality ultimately you should monitor all stages of development to identify and resolve system malfuncti,['r'],we are looking for a junior quality assurance qa engineer to develop and execute exploratory and automated tests to ensure web application quality ultimately you should monitor all stages of development to identify and resolve system malfuncti,1,49,20,80000
Full Time Software Engineer Job in Pakistan,Normal Job,"Technology Junction, Pakistan",Full Time Job,3 Years Job Exp.,IT Job,"Gender: Any
Position Type: Full Time
Timings: 9:00am - 05:30pm (Mon-Fri)
Package: 25K - 45K (Based on experience &amp; expertise)",Islamabad,2019-12-24,"['gender: any position type: full time timings: 9:00am - 05:30pm (mon-fri) package: 25k - 45k (based on experience &amp', 'expertise)']","['gender: any position type: full time timings: :am - :pm (mon-fri) package: k - k (based on experience &amp', 'expertise)']",gender any position type full time timings 9 00am 05 30pm mon fri package 25k 45k based on experience amp expertise,2019-12,gender any position type full time timings 9 00am - 05 30pm mon-fri package 25k - 45k based on experience amp expertise,3,[],[],0,0,0,0,0,0,0.0,"Full Time Software Engineer Job in Pakistan Gender: Any
Position Type: Full Time
Timings: 9:00am - 05:30pm (Mon-Fri)
Package: 25K - 45K (Based on experience &amp; expertise) IT Job",0,8.39275263869732e-12,gender any position type full time timings 9 00am 05 30pm mon fri package 25k 45k based on experience amp expertise,['r'],"gender any
position type full time
timings am  pm monfri
package k  k based on experience amp expertise",3,37,49,110000
Full Time Customer Service  Jobs in Pakistan,Gallery Job,"Express Courier Link, Pakistan",Full Time Job,2 Years Job Exp.,Support Services Jobs,Candidate need to cordinate branches on regular basis and deal with customers. Reports need to submit to the managers on regular basis.,Karachi,2019-12-24,"['candidate need to cordinate branches on regular basis and deal with customers', 'reports need to submit to the managers on regular basis']","['candidate need to cordinate branches on regular basis and deal with customers', 'reports need to submit to the managers on regular basis']",candidate need to cordinate branches on regular basis and deal with customers reports need to submit to the managers on regular basis,2019-12,candidate need to cordinate branches on regular basis and deal with customers reports need to submit to the managers on regular basis,2,[],[],0,0,0,0,0,0,0.0,Full Time Customer Service  Jobs in Pakistan Candidate need to cordinate branches on regular basis and deal with customers. Reports need to submit to the managers on regular basis. Support Services Jobs,0,1.8903177552818992e-31,candidate need to cordinate branches on regular basis and deal with customers reports need to submit to the managers on regular basis,['r'],candidate need to cordinate branches on regular basis and deal with customers reports need to submit to the managers on regular basis,2,43,104,75000
Full Time I.T. Staff Jobs in Pakistan,Gallery Job,"Express Courier Link, Pakistan",Full Time Job,2 Years Job Exp.,Support Services Jobs,"Candidate need to work as MIS officer, Excel Expert With Mail Merging &amp; VLookUp. Making operational and manegerial reports on diffrent formats. Controlling Web domain alternately.",Karachi,2019-12-24,"['candidate need to work as mis officer', 'excel expert with mail merging &amp', 'vlookup', 'making operational and manegerial reports on diffrent formats', 'controlling web domain alternately']","['candidate need to work as mis officer', 'excel expert with mail merging &amp', 'vlookup', 'making operational and manegerial reports on diffrent formats', 'controlling web domain alternately']",candidate need to work as mis officer excel expert with mail merging amp vlookup making operational and manegerial reports on diffrent formats controlling web domain alternately,2019-12,candidate need to work as mis officer excel expert with mail merging amp vlookup making operational and manegerial reports on diffrent formats controlling web domain alternately,2,['ai'],[],1,0,0,0,0,0,0.2333333333333333,"Full Time I.T. Staff Jobs in Pakistan Candidate need to work as MIS officer, Excel Expert With Mail Merging &amp; VLookUp. Making operational and manegerial reports on diffrent formats. Controlling Web domain alternately. Support Services Jobs",0,1.1116706692792825e-18,candidate need to work as mis officer excel expert with mail merging amp vlookup making operational and manegerial reports on diffrent formats controlling web domain alternately,"['r', 'excel']",candidate need to work as mis officer excel expert with mail merging amp vlookup making operational and manegerial reports on diffrent formats controlling web domain alternately,2,43,104,75000
Full Time Ecommerce Executive (Trainee) Jobs in Pakistan,Gallery Job,"HostBreak Web Technologies, Pakistan",Full Time Job,< 1 Year,Marketing Jobs,"We are a leading managed IT services company based in Islamabad. Positions are open for our upcoming clothing brand manager. As a trainee, you will be trained on e-commerce strategies to a managerial career.FEMALE CANDIDATES ARE ENCOURAGED TO APPLY F",Islamabad,2019-12-24,"['we are a leading managed it services company based in islamabad', 'positions are open for our upcoming clothing brand manager', 'as a trainee', 'you will be trained on e-commerce strategies to a managerial career', 'female candidates are encouraged to apply f']","['we are a leading managed it services company based in islamabad', 'positions are open for our upcoming clothing brand manager', 'as a trainee', 'you will be trained on e-commerce strategies to a managerial career', 'female candidates are encouraged to apply f']",we are a leading managed it services company based in islamabad positions are open for our upcoming clothing brand manager as a trainee you will be trained on e commerce strategies to a managerial career female candidates are encouraged to apply f,2019-12,we are a leading managed it services company based in islamabad positions are open for our upcoming clothing brand manager as a trainee you will be trained on e-commerce strategies to a managerial career female candidates are encouraged to apply f,1,['ai'],[],1,0,0,0,0,0,0.4666666666666666,"Full Time Ecommerce Executive (Trainee) Jobs in Pakistan We are a leading managed IT services company based in Islamabad. Positions are open for our upcoming clothing brand manager. As a trainee, you will be trained on e-commerce strategies to a managerial career.FEMALE CANDIDATES ARE ENCOURAGED TO APPLY F Marketing Jobs",0,2.9886003474176002e-33,we are a leading managed it services company based in islamabad positions are open for our upcoming clothing brand manager as a trainee you will be trained on e commerce strategies to a managerial career female candidates are encouraged to apply f,['r'],we are a leading managed it services company based in islamabad positions are open for our upcoming clothing brand manager as a trainee you will be trained on ecommerce strategies to a managerial careerfemale candidates are encouraged to apply f,1,37,59,60000
Full Time Business Development Executive Jobs in Pakistan,Hot Job,"HG Markets Pvt Ltd, Pakistan",Full Time Job,1 Year Job Exp.,Sales Jobs,To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolio,Karachi,2019-12-24,"['to generate quality leads that result in sales', 'cold calling to arrange meetings with potential customers to prospect for business', 'work with team to achieve sales performance targets', 'develop and maintain client portfolio']","['to generate quality leads that result in sales', 'cold calling to arrange meetings with potential customers to prospect for business', 'work with team to achieve sales performance targets', 'develop and maintain client portfolio']",to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolio,2019-12,to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolio,1,['ai'],['sales'],1,1,0,0,0,0,0.5,Full Time Business Development Executive Jobs in Pakistan To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolio Sales Jobs,0,6.591454280625803e-35,to generate quality leads that result in sales cold calling to arrange meetings with potential customers to prospect for business work with team to achieve sales performance targets develop and maintain client portfolio,['r'],to generate quality leads that result in salescold calling to arrange meetings with potential customers to prospect for businesswork with team to achieve sales performance targetsdevelop and maintain client portfolio,1,43,93,60000
